Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Adrian Houser","MIL","RHP","AAA","27.3583333",,28,"60 / 60","","45 / 45","55 / 55","45 / 45","40",29.2,0.25210084,0.08403361,0.569444444,1.5168542576595387,4.344639668715946,"12718"
"Reymin Guduan","HOU","LHP","","28.2361111",,36,"","","","","","35+",38.1,0.27325581,0.11627907,0.643564356,2.3478262816575324,4.1103750387955795,"13058"
"Clay Holmes","PIT","RHP","MLB","27.2055555",,29,"60 / 60","","55 / 55","45 / 45","40 / 40","40",29.2,0.17482517,0.15384615,0.539325842,5.460673572168075,6.200474890886154,"13649"
"Walker Lockett","NYM","RHP","MLB","26.1055555",,17,"55 / 55","","50 / 55","50 / 55","40 / 45","40",72.2,0.1630094,0.04075235,0.536290322,4.087155784503876,4.509436005460868,"13804"
"Alec Mills","CHC","RHP","","28.5305555",,17,"45 / 45","50 / 50","40 / 40","55 / 55","55 / 60","40",109,0.21413276,0.06852248,0.4,4.954128440366972,5.233699409403933,"13834"
"Branden Kline","BAL","RHP","","28.7",,20,"65 / 65","50 / 55","","45 / 50","40 / 45","40",28.2,0.29545455,0.12121212,0.405405405,5.965115617584005,3.787133064214293,"14101"
"Ray Black","SFG","RHP","AAA","29.9583333",,17,"80 / 80","55 / 55","","","35 / 35","40",34,0.35460993,0.12765957,0.371428571,4.235294117647059,3.992753949450344,"14244"
"Yohander Mendez","TEX","LHP","MLB","25.4",,36,"","","","","","35+",29.1,0.26277372,0.08759124,0.419753086,5.82954603892349,4.1944200258657585,"14391"
"Jandel Gustave","SFG","RHP","","27.6638888",,26,"70 / 70","55 / 55","","","40 / 40","35+",29.1,0.2265625,0.09375,0.470588235,5.522727871236787,5.192929576913156,"14665"
"Anthony Banda","TBR","LHP","MLB","26.8361111",,18,"55 / 55","50 / 50","40 / 45","50 / 55","40 / 45","45",33.1,0.22758621,0.09655172,0.4375,5.670000540733389,4.38702408411995,"14706"
"Ty Buttrey","LAA","RHP","","27.1972222",,14,"70 / 70","","55 / 55","60 / 60","45 / 45","40+",8.2,0.36363636,0.12121212,0.588235294,2.076922315112512,3.170901372700162,"14719"
"Bobby Wahl","MIL","RHP","","28.2222222",,19,"60 / 60","","60 / 60","40 / 40","40 / 40","40",1.2,0.22222222,0.22222222,0.2,16.199967942301292,7.079327555910277,"14832"
"Giovanny Gallegos","STL","RHP","MLB","28.825",,34,"60 / 60","","55 / 55","50 / 50","40 / 40","40",4.2,0.55555556,0.05555556,0,7.714280065229232,2.5290005294355344,"14986"
"Alex Reyes","STL","RHP","","25.7833333",45,1,"70 / 70","45 / 50","60 / 70","55 / 60","40 / 50","55",45.1,0.27804878,0.16097561,0.43119266,5.757353344900001,5.10918108751631,"15015"
"Yency Almonte","COL","RHP","","26.0194444",,17,"60 / 60","50 / 55","","45 / 50","40 / 45","40",35.1,0.20454545,0.17045455,0.431372549,4.839623076926814,6.42020817181548,"15068"
"Jose De Leon","TBR","RHP","","27.8444444",,22,"45 / 50","45 / 45","50 / 50","60 / 60","50 / 55","40+",56,0.30705394,0.12448133,0.312977099,3.5357144061400008,4.549670534736208,"15463"
"Stephen Gonsalves","MIN","LHP","","25.925",,31,"45 / 45","50 / 50","45 / 45","55 / 55","45 / 45","40",21,0.29787234,0.11702128,0.396226415,4.714285714285714,4.281418520283132,"15492"
"Hunter Harvey","BAL","RHP","MLB","25.5055555",,22,"60 / 60","","60 / 60","45 / 45","40 / 45","40",77.2,0.25595238,0.08035714,0.386792452,5.098712237660476,3.6347851246700267,"15507"
"Lewis Thorpe","MIN","LHP","AAA","24.55",,13,"50 / 50","50 / 50","60 / 60","45 / 50","45 / 50","40",101,0.29039813,0.06323185,0.409774436,4.900990191563336,3.7908188895598713,"15906"
"Keury Mella","CIN","RHP","AAA","26.8583333",,15,"55 / 55","","55 / 55","45 / 50","40 / 45","40",146.1,0.15733737,0.0892587,0.512605042,5.289294093828265,5.396790519130807,"15964"
"Nick Burdi","PIT","RHP","","27.3944444",,27,"60 / 60","55 / 60","","","40 / 40","40",10,0.325,0.15,0.428571428,1.8,4.182999330759048,"16074"
"Zach Thompson","CHW","RHP","MLB","26.6333333",,24,"","","","","","35+",84,0.25549451,0.07417582,0.476793248,4.821429228296175,3.9157152776552744,"16094"
"Daniel Ponce de Leon","STL","RHP","AAA","28.4027777",,25,"50 / 50","","55 / 55","45 / 50","50 / 50","40",99.2,0.22632794,0.12702079,0.379182156,3.792642454985245,6.1912339450130265,"16110"
"Spencer Turnbull","DET","RHP","","27.7583333",,18,"60 / 60","55 / 55","","45 / 50","40 / 45","40",18.2,0.32835821,0.02985075,0.731707317,1.4464283066289034,2.3793185754126425,"16207"
"Jesus Tinoco","COL","RHP","MLB","25.1138888",,16,"60 / 60","50 / 50","55 / 55","40 / 40","40 / 40","40",39.2,0.15976331,0.12426036,0.554621848,3.630251809909419,5.694926636115155,"16300"
"Gerardo Reyes","SDP","RHP","","27.0777777",,40,"70 / 70","55 / 55","","","40 / 40","40",54.2,0.29411765,0.09663866,0.292857142,4.939025136986323,4.895102850443032,"16306"
"Ryan Castellani","COL","RHP","AAA","24.1944444",,10,"50 / 50","50 / 55","45 / 45","50 / 55","40 / 45","40+",49.1,0.21338912,0.13807531,0.4375,7.662162952130596,6.118647612842367,"16377"
"Scott Blewett","KCR","RHP","AAA","24.1694444",,14,"55 / 60","","50 / 55","40 / 45","45 / 55","40",111.2,0.17624521,0.10536398,0.383561643,7.011940817506879,6.434506065000006,"16427"
"Foster Griffin","KCR","LHP","","24.8722222",,18,"40 / 40","","55 / 55","50 / 55","50 / 55","40",136,0.19543974,0.10912052,0.495121951,5.227941689709941,6.022151940679098,"16432"
"Erik Swanson","SEA","RHP","MLB","26.7694444",,12,"60 / 60","45 / 50","","45 / 50","50 / 55","40+",28.2,0.25,0.12121212,0.329268292,5.651164044039536,5.577713711732283,"16587"
"Bryan Abreu","HOU","RHP","MLB","23.1361111",,9,"55 / 55","55 / 60","60 / 60","40 / 45","40 / 45","45",94.1,0.31386861,0.13868613,0.420560747,5.247350212345544,3.9582451569289603,"16609"
"Carlos Sanabria","HOU","RHP","","23.3805555",,31,"","","","","","35+",67,0.29861111,0.14236111,0.388157894,2.8208955286618833,3.9750946193420558,"16634"
"James Bourque","WSN","RHP","","26.9222222",,15,"","","","","","35+",67,0.29276316,0.12828947,0.437869822,4.835820757856775,4.212264359724401,"16668"
"Dean Deetz","HOU","RHP","","26.5333333",,37,"","","","","","35+",40,0.31746032,0.2010582,0.430232558,6.3,5.291182882431895,"16687"
"Josh James","HOU","RHP","","27.2583333",98,5,"70 / 70","55 / 55","","55 / 55","40 / 45","50",7.2,0.16216216,0.13513514,0.307692307,5.869570267452698,6.6008840930562735,"16794"
"Reed Garrett","DET","RHP","MLB","27.4416666",,23,"60 / 60","60 / 60","","40 / 45","45 / 45","40",51.2,0.21338912,0.11297071,0.422077922,5.574194440097535,5.5142658960373065,"16866"
"Touki Toussaint","ATL","RHP","","23.975",57,8,"60 / 60","","65 / 65","55 / 60","40 / 45","50",55.1,0.23616236,0.11439114,0.419753086,7.807227749491764,5.138106940356001,"16929"
"Luis F. Ortiz","BAL","RHP","MLB","24.7194444",,31,"","","","","","35+",72.1,0.16119403,0.09552239,0.431535269,6.843318453551856,5.7095902901021365,"16942"
"Grant Holmes","OAK","RHP","MLB","24.2194444",,13,"50 / 50","55 / 55","","40 / 45","40 / 45","40",87.1,0.225,0.07777778,0.508333333,3.1946567443762057,3.986347595658357,"16944"
"Jake Jewell","LAA","RHP","AAA","27.0694444",,25,"60 / 60","60 / 60","","40 / 40","40 / 45","40",47,0.24509804,0.08333333,0.503816793,4.595744494347086,4.395276460327295,"16958"
"Tyler Beede","SFG","RHP","","27.05",,13,"60 / 60","","50 / 50","55 / 55","40 / 40","40",45,0.33695652,0.09782609,0.37113402,3.199999864366325,4.146307606345345,"16981"
"Sean Reid-Foley","TOR","RHP","MLB","24.7805555",,6,"55 / 60","55 / 60","50 / 50","45 / 50","45 / 45","45",104,0.24532225,0.15176715,0.446886446,6.75,5.320845357529246,"17034"
"Joe Palumbo","TEX","LHP","","25.625",,6,"60 / 60","","55 / 60","50 / 55","40 / 45","45",82.1,0.3264095,0.11275964,0.406593406,3.1700401630100092,3.7704728724142877,"17035"
"Yoan Lopez","ARI","RHP","AAA","27.4416666",,19,"70 / 70","60 / 60","","","45 / 45","40",8,0.15151515,0.06060606,0.538461538,4.5,5.020800244808197,"17181"
"Ranger Suarez","PHI","LHP","MLB","24.7916666",,12,"50 / 50","50 / 55","45 / 50","50 / 55","45 / 55","40",42,0.19889503,0.0718232,0.53543307,6,4.695219580829144,"17277"
"Justus Sheffield","SEA","LHP","","24.0777777",60,1,"55 / 55","55 / 60","","50 / 55","45 / 50","50",137,0.23883162,0.10309278,0.48275862,4.007299270072993,4.300556386865839,"17285"
"Javy Guerra","SDP","RHP","","24.7111111",,34,"60 / 70","40 / 55","","","35 / 45","40",21.1,0.34883721,0.11627907,0.347826086,3.3750005029142653,3.420156558433876,"17292"
"Framber Valdez","HOU","LHP","MLB","26.5611111",,22,"55 / 55","","60 / 60","","40 / 45","40",61.1,0.30620155,0.09302326,0.678321678,3.9619568502970863,3.408160135907725,"17295"
"Justin Steele","CHC","LHP","MLB","24.9166666",,5,"50 / 50","","50 / 55","45 / 50","40 / 50","45",38.2,0.24705882,0.11764706,0.432692307,5.586206161734987,3.80857853074424,"17312"
"Merandy Gonzalez","MIA","RHP","AA","24.6722222",,26,"50 / 50","","55 / 55","45 / 50","40 / 45","40",50.1,0.21399177,0.15226337,0.496688741,5.543045427706736,4.799239883067721,"17313"
"Luis Escobar","PIT","RHP","ST","24.0305555",,7,"60 / 60","","50 / 55","50 / 60","30 / 40","45",72,0.23472669,0.1318328,0.489247311,3.2499999892380504,4.889934282497235,"17345"
"Brett Martin","TEX","LHP","","25.1194444",,25,"50 / 50","","50 / 50","45 / 50","45 / 50","40",23.2,0.31683168,0.06930693,0.568965517,0.7605632781225825,3.094068632258174,"17369"
"Jonathan Hernandez","TEX","RHP","","23.9305555",,19,"60 / 60","60 / 60","50 / 50","40 / 45","40 / 40","40",97.1,0.22588235,0.09882353,0.465703971,5.363013880354963,4.121239153164305,"17464"
"Chad Sobotka","ATL","RHP","","26.9194444",,22,"65 / 65","50 / 55","","40 / 45","40 / 45","40",30.1,0.31617647,0.07352941,0.379746835,6.230767924808057,4.013536848095559,"17470"
"Albert Abreu","NYY","RHP","","24.7083333",,6,"65 / 65","55 / 60","55 / 60","55 / 60","40 / 45","45",101,0.2034632,0.12121212,0.422297297,4.099010442848453,4.318616489330046,"17485"
"Genesis Cabrera","STL","LHP","MLB","23.6694444",,14,"60 / 60","45 / 45","45 / 45","50 / 55","40 / 40","40",102,0.23632385,0.0940919,0.402684563,6.352941176470588,5.6237149051007105,"17490"
"Jorge Guzman","MIA","RHP","","24.3694444",,11,"60 / 65","50 / 55","","45 / 55","40 / 45","45",138.2,0.22597865,0.12633452,0.328571428,3.504807949418871,4.4292986878742235,"17505"
"Ryan Burr","CHW","RHP","MLB","26.0361111",,29,"","","","","","35+",11.1,0.4047619,0,0.6,2.382353609408662,1.360836825007914,"17536"
"Jimmy Herget","CIN","RHP","MLB","26.7555555",,17,"55 / 55","55 / 55","","","50 / 55","40",64,0.27737226,0.1350365,0.341772151,3.374999899417165,5.019900764934481,"17556"
"JT Brubaker","PIT","RHP","MLB","26.5666666",,22,"60 / 60","50 / 50","55 / 55","40 / 45","40 / 45","40",33.2,0.21481481,0.05925926,0.531914893,2.1386136594513943,4.069175452595055,"17578"
"Ricardo Sanchez","SEA","LHP","","23.1666666",,25,"","","","","","35+",147,0.22204214,0.06158833,0.505827505,4.408163265306122,3.5023805101307075,"17581"
"Marcos Diplan","MIL","RHP","","23.7305555",,18,"60 / 60","50 / 55","","55 / 60","40 / 45","40",73,0.23123123,0.15615616,0.38,5.547945060522391,4.806106591747777,"17583"
"Jordan Yamamoto","MIA","RHP","","24.0833333",,23,"45 / 45","50 / 55","55 / 60","50 / 55","50 / 55","40",69.1,0.22996516,0.09756098,0.453038674,3.504807949418871,4.037282557809931,"17585"
"Mitch Keller","PIT","RHP","MLB","24.1861111",37,2,"60 / 60","","55 / 60","40 / 50","50 / 60","55",107.2,0.26956522,0.0826087,0.440140845,4.2631582975271405,4.067012432568063,"17594"
"Cristian Javier","HOU","RHP","MLB","23.2083333",,26,"45 / 50","45 / 50","55 / 60","45 / 50","40 / 45","40",115,0.37310195,0.12798265,0.284403669,1.7217391322195417,3.4872736097901895,"17606"
"Tanner Rainey","WSN","RHP","MLB","27.4611111",,11,"65 / 70","55 / 60","","40 / 40","35 / 40","40",22.2,0.33027523,0.13761468,0.535714285,5.955881517651289,4.446121033694394,"17610"
"Taylor Clarke","ARI","RHP","MLB","27.0777777",,18,"50 / 50","","50 / 50","50 / 50","50 / 55","40",50,0.16901408,0.07981221,0.419354838,5.399999794006355,5.586709470202431,"17611"
"Justin Lawrence","COL","RHP","MLB","25.5444444",,27,"70 / 70","50 / 55","","","30 / 35","35+",44.1,0.19069767,0.15348837,0.541984732,8.120301334144573,5.17205620348906,"17639"
"Cody Carroll","BAL","RHP","","27.6555555",,19,"65 / 70","55 / 60","","","40 / 45","40",9,0.38888889,0.02777778,0.25,2,3.164649810145299,"17664"
"Jeffrey Springs","TEX","LHP","MLB","27.725",,29,"50 / 50","45 / 50","","55 / 60","45 / 50","40",18.1,0.35443038,0.08860759,0.365853658,4.418182584274047,3.689561962625145,"17677"
"Rogelio Armenteros","HOU","RHP","","25.9472222",,12,"45 / 45","45 / 50","","60 / 60","50 / 55","40+",89.1,0.22597403,0.08311688,0.323076923,4.634328622068071,5.671507720973114,"17679"
"Evan Phillips","BAL","RHP","MLB","25.75",,24,"60 / 60","50 / 55","","50 / 55","40 / 45","40",49.1,0.26086957,0.09661836,0.511811023,3.101350831759159,4.071607401440593,"17734"
"Jacob Nix","SDP","RHP","","24.4222222",,53,"","","","","","35+",31,0.25,0.09090909,0.444444444,2.6129024219813126,4.630716032475661,"17775"
"Patrick Weigel","ATL","RHP","AA","25.925",,21,"60 / 65","55 / 55","45 / 50","45 / 50","40 / 45","40",80.2,0.2119403,0.12238806,0.391089108,2.789256150257506,5.529514927139332,"17792"
"Trey Wingenter","SDP","RHP","","26.1555555",,31,"70 / 70","60 / 60","","","40 / 40","40",13.1,0.45283019,0.09433962,0.478260869,2.7000006558002636,2.5211344161301574,"17793"
"Dillon Tate","BAL","RHP","","26.1111111",,23,"45 / 45","55 / 55","","50 / 55","45 / 50","40",49,0.21078431,0.05882353,0.503496503,3.6734685208689277,3.730031268062346,"17796"
"Adbert Alzolay","CHC","RHP","","25.2777777",,4,"60 / 60","","60 / 60","40 / 45","45 / 50","45+",69.1,0.31125828,0.10927152,0.309523809,4.802884967722157,5.056490622206331,"17859"
"Ian Gibaut","TBR","RHP","","26.5611111",,30,"55 / 55","55 / 60","","70 / 70","40 / 45","40",18,0.25274725,0.16483516,0.416666666,4.5,5.604186345098172,"17871"
"Dennis Santana","LAD","RHP","MLB","23",,12,"55 / 55","","60 / 60","50 / 50","45 / 50","40+",102,0.24536082,0.12164948,0.424137931,7.058823661408212,5.543781547853011,"17878"
"Trent Thornton","TOR","RHP","MLB","26.6972222",,10,"60 / 60","55 / 60","55 / 60","45 / 50","40 / 45","45",15,0.25806452,0.08064516,0.45,4.8,4.587466911474864,"17948"
"Brock Burke","TEX","LHP","MLB","23.8527777",,16,"55 / 55","","50 / 55","45 / 50","40 / 45","40+",65.1,0.25925926,0.06666667,0.479768786,3.7193880446599876,3.5707351478881018,"17968"
"Peter Lambert","COL","RHP","","23.1472222",120,3,"55 / 55","45 / 50","50 / 55","55 / 55","45 / 55","50",73.2,0.19551282,0.06730769,0.542600896,4.764706416938604,4.829393586496717,"17969"
"Bobby Poyner","BOS","LHP","","27.5277777",,22,"40 / 40","","50 / 50","55 / 55","60 / 60","40",67,0.26804124,0.10309278,0.222857142,4.164179223023008,5.556903210588652,"17987"
"Logan Webb","SFG","RHP","MLB","23.5916666",,9,"55 / 60","","55 / 60","45 / 50","40 / 45","40+",66,0.26568266,0.06273063,0.628571428,1.7727273175539076,2.7435515475420167,"17995"
"Matt Hall","DET","LHP","","26.8833333",,25,"","","","","","35+",89.1,0.27027027,0.07862408,0.486166007,5.5410451951212325,3.8705742501995712,"18076"
"Ryan Helsley","STL","RHP","MLB","25.8972222",,8,"60 / 60","","50 / 55","40 / 45","40 / 50","40+",42,0.25568182,0.13636364,0.433962264,4.714285928375877,5.7058996950905945,"18138"
"Anthony Misiewicz","SEA","LHP","AAA","25.6111111",,22,"45 / 45","50 / 55","55 / 60","45 / 45","45 / 50","40",131.1,0.2285192,0.06398537,0.451187335,4.59137073618974,4.774169542494251,"18152"
"Taylor Guilbeau","WSN","LHP","","27.0805555",,17,"","","","","","35+",49.2,0.26794258,0.0861244,0.587301587,2.71812063139585,3.2261908704714717,"18306"
"Josh Sborz","LAD","RHP","MLB","25.4",,28,"55 / 55","55 / 55","","","50 / 50","40",53.1,0.29957806,0.08016878,0.384615384,4.725000302754362,4.090131888450769,"18323"
"Taylor Hearn","TEX","LHP","","25.7805555",,9,"60 / 60","","50 / 50","50 / 55","40 / 45","45",24,0.2970297,0.0990099,0.315789473,5.25,4.770843132833639,"18325"
"James Kaprielian","OAK","RHP","","26.275",,11,"40 / 60","55 / 60","45 / 50","55 / 60","45 / 50","40",68,0.27075812,0.05776173,0.344444444,3.176470677332897,4.130062188700013,"18331"
"Josh Staumont","KCR","RHP","","26.4722222",,26,"","","","","","35+",57.2,0.3187251,0.16334661,0.472,3.745665276738521,5.203363209703911,"18335"
"Michael Soroka","ATL","RHP","MLB","22.8527777",36,3,"55 / 55","55 / 55","","50 / 55","45 / 55","55",9.1,0.3030303,0.03030303,0.727272727,3.8571441708783323,2.7800693952706967,"18383"
"Enyel De Los Santos","PHI","RHP","AAA","24.4611111",,7,"50 / 50","45 / 45","50 / 50","55 / 60","45 / 50","45",101,0.21596244,0.08450704,0.382978723,4.455445544554456,5.222118522094028,"18403"
"Junior Fernandez","STL","RHP","AAA","23.275",,16,"60 / 60","40 / 45","","55 / 60","40 / 45","40",65,0.29850746,0.1119403,0.523178807,1.523076923076923,3.6540385675984277,"18496"
"Dylan Cease","CHW","RHP","MLB","24.4527777",58,5,"70 / 70","","55 / 60","45 / 50","40 / 45","50",71,0.23734177,0.10759494,0.537313432,4.436619822597298,4.36290138753971,"18525"
"Sam Hentges","CLE","LHP","MLB","22.7",,10,"50 / 55","","50 / 55","45 / 50","40 / 50","45",131.2,0.21571906,0.10869565,0.346055979,4.9898738032376295,3.963158329183721,"18548"
"Logan Allen","SDP","LHP","","23.05",93,8,"50 / 50","","50 / 50","55 / 60","40 / 50","50",89.1,0.20873786,0.09466019,0.400735294,6.548507555897664,5.388357223847712,"18555"
"Hector Perez","TOR","RHP","","24.0138888",,14,"60 / 70","50 / 60","45 / 50","","30 / 40","40",125.2,0.21390374,0.11942959,0.384196185,4.511936636275518,4.1699429764485885,"18592"
"Travis Lakins Sr.","BOS","RHP","","25.95",,10,"55 / 55","","55 / 60","45 / 50","45 / 45","40",52,0.19298246,0.11403509,0.426666666,4.326923076923077,5.475427526866014,"18600"
"Jared Walsh","LAA","1B/OF/LHP","","26.8638888",,29,"45 / 45","","50 / 50","","45 / 50","35+",19.2,0.14285714,0.12087912,0.636363636,5.491524536080354,5.220450377089315,"18607"
"Sandy Alcantara","MIA","RHP","MLB","24.7611111",127,4,"65 / 65","55 / 55","45 / 50","55 / 60","40 / 45","50",15.1,0.30434783,0.15942029,0.513513513,4.695653147418218,4.4272198185380205,"18684"
"Kolby Allard","ATL","LHP","AAA","22.8277777",,12,"45 / 50","","50 / 55","45 / 55","50 / 60","45",121.2,0.20776699,0.08543689,0.491477272,4.142465645190052,4.559734528267769,"18694"
"Nick Neidert","MIA","RHP","","23.5583333",,5,"45 / 45","","45 / 50","60 / 60","55 / 60","45+",57,0.18604651,0.11627907,0.258620689,4.73684208544998,6.53346310178806,"18699"
"Pedro Avila","SDP","RHP","MLB","23.4083333",,28,"50 / 50","","55 / 60","55 / 60","45 / 55","40",34,0.27586207,0.08275862,0.388235294,4.5,3.925053920027088,"18864"
"Beau Burrows","DET","RHP","","23.7305555",,9,"50 / 55","45 / 50","45 / 50","50 / 55","45 / 50","45",74.1,0.21100917,0.11009174,0.350467289,4.843049658740238,5.51082778008832,"18873"
"Zack Burdi","CHW","RHP","","25.2555555",,21,"50 / 55","45 / 45","","50 / 50","40 / 45","40",22.2,0.27027027,0.12612613,0.287878787,6.7499990533381276,3.9750648677253295,"19159"
